Date,Item,Value
2017-05-01,MISO - Coal,652896.0
2017-05-01,MISO - Hydro,34014.2
2017-05-01,MISO - Natural Gas,358165.19999999995
2017-05-01,MISO - Nuclear,198964.0
2017-05-01,MISO - Other,25913.300000000003
2017-05-01,MISO - PeakLoad,75077
2017-05-01,MISO - Total Generation,1478414.0000000005
2017-05-01,MISO - Wind,208260.32
2017-05-01,NYISO - Coal or Oil,1631.3268079999968
2017-05-01,NYISO - Dual Fuel,71931.37894000002
2017-05-01,NYISO - Hydro,88081.73100500001
2017-05-01,NYISO - Natural Gas,68158.06070000005
2017-05-01,NYISO - Nuclear Power,90927.55295499995
2017-05-01,NYISO - Other Renewables,5819.4767220000085
2017-05-01,NYISO - PeakLoad,18137
2017-05-01,NYISO - Total Generation,339898.82017000194
2017-05-01,NYISO - Wind,13361.529887
2017-05-01,PJM - Coal,615233.0
2017-05-01,PJM - Hydro,62623.0
2017-05-01,PJM - Natural Gas,479585.0
2017-05-01,PJM - Nuclear Power,724884.0
2017-05-01,PJM - Other,9419.0
2017-05-01,PJM - PeakLoad,92887
2017-05-01,PJM - Renewables,11241.0
2017-05-01,PJM - Residual Oil,5827.0
2017-05-01,PJM - Solar,3306.0
2017-05-01,PJM - Total Generation,2026134.0
2017-05-01,PJM - Wind,114016.0
2017-05-01,SPP - Coal,197817
2017-05-01,SPP - Diesel,1934
2017-05-01,SPP - Hydro,36207
2017-05-01,SPP - Natural Gas,159398
2017-05-01,SPP - Nuclear Power,48753
2017-05-01,SPP - PeakLoad,27658
2017-05-01,SPP - Total Generation,623305
2017-05-01,SPP - Wind,179196
2017-05-02,AESO - PeakLoad,9202
2017-05-02,BPA - PeakLoad,6840
2017-05-02,CAISO - Biogas,3533.0
2017-05-02,CAISO - Biomass,5827.0
2017-05-02,CAISO - Geothermal Steam,20713.0
2017-05-02,CAISO - Hydro,118392.0
2017-05-02,CAISO - Nuclear Power,27268.0
2017-05-02,CAISO - PeakLoad,33297
2017-05-02,CAISO - Power Imports,176606.0
2017-05-02,CAISO - Solar PV,91363.0
2017-05-02,CAISO - Solar Thermal,5095.0
2017-05-02,CAISO - Thermal Power,180169.0
2017-05-02,CAISO - Total Generation,664897.0
2017-05-02,CAISO - Wind,35931.0
2017-05-02,ERCOT - PeakLoad,50385
2017-05-02,IESO - Biofuel,522.0
2017-05-02,IESO - Hydro,106314.0
2017-05-02,IESO - Natural Gas,5142.0
2017-05-02,IESO - Nuclear Power,218786.0
2017-05-02,IESO - PeakLoad,15652
2017-05-02,IESO - Total Generation,363413.0
2017-05-02,IESO - Wind,32649.0
2017-05-02,ISONE - Coal,13
2017-05-02,ISONE - Hydro,35423
2017-05-02,ISONE - Natural Gas,166828
2017-05-02,ISONE - Nuclear Power,42469
2017-05-02,ISONE - Other,14679
2017-05-02,ISONE - PeakLoad,14158
2017-05-02,ISONE - Residual Oil,10
2017-05-02,ISONE - Solar Thermal,1803
2017-05-02,ISONE - Total Generation,268465
2017-05-02,ISONE - Wind,7240
2017-05-02,MISO - Coal,655949.1000000001
2017-05-02,MISO - Hydro,31649.500000000004
2017-05-02,MISO - Natural Gas,387446.9
2017-05-02,MISO - Nuclear,203438.6
2017-05-02,MISO - Other,27384.300000000003
2017-05-02,MISO - PeakLoad,75362
2017-05-02,MISO - Total Generation,1447798.4999999998
2017-05-02,MISO - Wind,142043.38
2017-05-02,NYISO - Coal or Oil,2586.48965399999
2017-05-02,NYISO - Dual Fuel,68645.97541500002
2017-05-02,NYISO - Hydro,84073.91370300009
2017-05-02,NYISO - Natural Gas,66996.065348
2017-05-02,NYISO - Nuclear Power,90753.97031599995
2017-05-02,NYISO - Other Renewables,5774.810234000001
2017-05-02,NYISO - PeakLoad,18291
2017-05-02,NYISO - Total Generation,338616.5381300029
2017-05-02,NYISO - Wind,19797.504143000002
2017-05-02,PJM - Coal,632559.0
2017-05-02,PJM - Hydro,56252.0
2017-05-02,PJM - Natural Gas,475184.0
2017-05-02,PJM - Nuclear Power,708489.0
2017-05-02,PJM - Other,9596.0
2017-05-02,PJM - PeakLoad,87319
2017-05-02,PJM - Renewables,12003.0
2017-05-02,PJM - Residual Oil,5454.0
2017-05-02,PJM - Solar,4353.0
2017-05-02,PJM - Total Generation,2025857.0
2017-05-02,PJM - Wind,121969.0
2017-05-02,SPP - Coal,220724
2017-05-02,SPP - Diesel,1927
2017-05-02,SPP - Hydro,35895
2017-05-02,SPP - Natural Gas,176529
2017-05-02,SPP - Nuclear Power,48767
2017-05-02,SPP - PeakLoad,28177
2017-05-02,SPP - Total Generation,606664
2017-05-02,SPP - Wind,122822
2017-05-03,AESO - PeakLoad,9259
2017-05-03,BPA - PeakLoad,6343
2017-05-03,CAISO - Biogas,3873.0
2017-05-03,CAISO - Biomass,5858.0
2017-05-03,CAISO - Geothermal Steam,20666.0
2017-05-03,CAISO - Hydro,119028.0
2017-05-03,CAISO - Nuclear Power,27261.0
2017-05-03,CAISO - PeakLoad,35694
2017-05-03,CAISO - Power Imports,192426.0
2017-05-03,CAISO - Solar PV,90285.0
2017-05-03,CAISO - Solar Thermal,4393.0
2017-05-03,CAISO - Thermal Power,208658.0
2017-05-03,CAISO - Total Generation,692185.0
2017-05-03,CAISO - Wind,19737.0
2017-05-03,ERCOT - PeakLoad,48672
2017-05-03,IESO - Biofuel,579.0
2017-05-03,IESO - Hydro,115613.0
2017-05-03,IESO - Natural Gas,7192.0
2017-05-03,IESO - Nuclear Power,219558.0
2017-05-03,IESO - PeakLoad,15826
2017-05-03,IESO - Total Generation,353803.0
2017-05-03,IESO - Wind,10861.0
2017-05-03,ISONE - Coal,9
2017-05-03,ISONE - Hydro,35019
2017-05-03,ISONE - Natural Gas,139337
2017-05-03,ISONE - Nuclear Power,48451
2017-05-03,ISONE - Other,14277
2017-05-03,ISONE - PeakLoad,13928
2017-05-03,ISONE - Residual Oil,50
2017-05-03,ISONE - Solar Thermal,3222
2017-05-03,ISONE - Total Generation,258078
2017-05-03,ISONE - Wind,17713
2017-05-03,MISO - Coal,688041.1
2017-05-03,MISO - Hydro,30421.600000000006
2017-05-03,MISO - Natural Gas,388665.89999999997
2017-05-03,MISO - Nuclear,203406.0
2017-05-03,MISO - Other,27484.900000000005
2017-05-03,MISO - PeakLoad,73585
2017-05-03,MISO - Total Generation,1417720.5
2017-05-03,MISO - Wind,79773.48000000003
2017-05-03,NYISO - Coal or Oil,2684.739260999989
2017-05-03,NYISO - Dual Fuel,68984.30739500001
2017-05-03,NYISO - Hydro,85425.158298
2017-05-03,NYISO - Natural Gas,59579.34501500001
2017-05-03,NYISO - Nuclear Power,90769.2202550001
2017-05-03,NYISO - Other Renewables,6019.642588000004
2017-05-03,NYISO - PeakLoad,17297
2017-05-03,NYISO - Total Generation,332804.2706300031
2017-05-03,NYISO - Wind,19353.83925100001
2017-05-03,PJM - Coal,631512.0
2017-05-03,PJM - Hydro,47272.0
2017-05-03,PJM - Natural Gas,464245.0
2017-05-03,PJM - Nuclear Power,705198.0
2017-05-03,PJM - Other,9460.0
2017-05-03,PJM - PeakLoad,83749
2017-05-03,PJM - Renewables,12096.0
2017-05-03,PJM - Residual Oil,4916.0
2017-05-03,PJM - Solar,4723.0
2017-05-03,PJM - Total Generation,1911356.0
2017-05-03,PJM - Wind,31932.0
2017-05-03,SPP - Coal,213266
2017-05-03,SPP - Diesel,1925
2017-05-03,SPP - Hydro,36114
2017-05-03,SPP - Natural Gas,129213
2017-05-03,SPP - Nuclear Power,48761
2017-05-03,SPP - PeakLoad,27181
2017-05-03,SPP - Total Generation,619143
2017-05-03,SPP - Wind,189864
2017-05-04,AESO - PeakLoad,9340
2017-05-04,BPA - PeakLoad,6445
2017-05-04,CAISO - Biogas,3862.0
2017-05-04,CAISO - Biomass,5400.0
2017-05-04,CAISO - Geothermal Steam,20852.0
2017-05-04,CAISO - Hydro,118121.0
2017-05-04,CAISO - Nuclear Power,27246.0
2017-05-04,CAISO - PeakLoad,33974
2017-05-04,CAISO - Power Imports,172638.0
2017-05-04,CAISO - Solar PV,88412.0
2017-05-04,CAISO - Solar Thermal,4792.0
2017-05-04,CAISO - Thermal Power,211236.0
2017-05-04,CAISO - Total Generation,682523.0
2017-05-04,CAISO - Wind,29964.0
2017-05-04,ERCOT - PeakLoad,39185
2017-05-04,IESO - Biofuel,556.0
2017-05-04,IESO - Hydro,113257.0
2017-05-04,IESO - Natural Gas,5607.0
2017-05-04,IESO - Nuclear Power,227610.0
2017-05-04,IESO - PeakLoad,16392
2017-05-04,IESO - Total Generation,371496.0
2017-05-04,IESO - Wind,24466.0
2017-05-04,ISONE - Coal,0
2017-05-04,ISONE - Hydro,36133
2017-05-04,ISONE - Natural Gas,147018
2017-05-04,ISONE - Nuclear Power,56747
2017-05-04,ISONE - Other,15119
2017-05-04,ISONE - PeakLoad,13836
2017-05-04,ISONE - Residual Oil,22
2017-05-04,ISONE - Solar Thermal,4433
2017-05-04,ISONE - Total Generation,265939
2017-05-04,ISONE - Wind,6467
2017-05-04,MISO - Coal,681209.1000000002
2017-05-04,MISO - Hydro,31987.100000000006
2017-05-04,MISO - Natural Gas,375094.10000000003
2017-05-04,MISO - Nuclear,201324.10000000003
2017-05-04,MISO - Other,27847.4
2017-05-04,MISO - PeakLoad,73804
2017-05-04,MISO - Total Generation,1429146.4
2017-05-04,MISO - Wind,111372.3
2017-05-04,NYISO - Coal or Oil,1103.245587000002
2017-05-04,NYISO - Dual Fuel,60466.091468
2017-05-04,NYISO - Hydro,82282.92086699989
2017-05-04,NYISO - Natural Gas,62267.834260999975
2017-05-04,NYISO - Nuclear Power,91279.63487999991
2017-05-04,NYISO - Other Renewables,6077.725689000008
2017-05-04,NYISO - PeakLoad,17584
2017-05-04,NYISO - Total Generation,309963.68429000664
2017-05-04,NYISO - Wind,6497.390677
2017-05-04,PJM - Coal,591194.0
2017-05-04,PJM - Hydro,51179.0
2017-05-04,PJM - Natural Gas,446258.0
2017-05-04,PJM - Nuclear Power,714687.0
2017-05-04,PJM - Other,9074.0
2017-05-04,PJM - PeakLoad,84647
2017-05-04,PJM - Renewables,10154.0
2017-05-04,PJM - Residual Oil,5084.0
2017-05-04,PJM - Solar,4022.0
2017-05-04,PJM - Total Generation,1928195.0
2017-05-04,PJM - Wind,96545.0
2017-05-04,SPP - Coal,247611
2017-05-04,SPP - Diesel,1928
2017-05-04,SPP - Hydro,35492
2017-05-04,SPP - Natural Gas,131684
2017-05-04,SPP - Nuclear Power,48759
2017-05-04,SPP - PeakLoad,26834
2017-05-04,SPP - Total Generation,615917
2017-05-04,SPP - Wind,150443
2017-05-05,AESO - PeakLoad,9363
2017-05-05,BPA - PeakLoad,6138
2017-05-05,CAISO - Biogas,3637.0
2017-05-05,CAISO - Biomass,5447.0
2017-05-05,CAISO - Geothermal Steam,21897.0
2017-05-05,CAISO - Hydro,119330.0
2017-05-05,CAISO - Nuclear Power,27251.0
2017-05-05,CAISO - PeakLoad,28682
2017-05-05,CAISO - Power Imports,162708.0
2017-05-05,CAISO - Solar PV,77258.0
2017-05-05,CAISO - Solar Thermal,2689.0
2017-05-05,CAISO - Thermal Power,142272.0
2017-05-05,CAISO - Total Generation,622635.0
2017-05-05,CAISO - Wind,60146.0
2017-05-05,ERCOT - PeakLoad,42622
2017-05-05,IESO - Biofuel,537.0
2017-05-05,IESO - Hydro,107001.0
2017-05-05,IESO - Natural Gas,5709.0
2017-05-05,IESO - Nuclear Power,234411.0
2017-05-05,IESO - PeakLoad,15773
2017-05-05,IESO - Total Generation,378474.0
2017-05-05,IESO - Wind,30816.0
2017-05-05,ISONE - Coal,0
2017-05-05,ISONE - Hydro,37240
2017-05-05,ISONE - Natural Gas,139636
2017-05-05,ISONE - Nuclear Power,61957
2017-05-05,ISONE - Other,16658
2017-05-05,ISONE - PeakLoad,14123
2017-05-05,ISONE - Residual Oil,8
2017-05-05,ISONE - Solar Thermal,630
2017-05-05,ISONE - Total Generation,266335
2017-05-05,ISONE - Wind,10206
2017-05-05,MISO - Coal,674800.4999999999
2017-05-05,MISO - Hydro,32312.400000000005
2017-05-05,MISO - Natural Gas,346289.4
2017-05-05,MISO - Nuclear,202610.50000000003
2017-05-05,MISO - Other,26778.699999999993
2017-05-05,MISO - PeakLoad,72860
2017-05-05,MISO - Total Generation,1397858.1000000003
2017-05-05,MISO - Wind,115551.88
2017-05-05,NYISO - Coal or Oil,1149.4120689999993
2017-05-05,NYISO - Dual Fuel,66804.316115
2017-05-05,NYISO - Hydro,86670.48665000004
2017-05-05,NYISO - Natural Gas,67960.06149200004
2017-05-05,NYISO - Nuclear Power,93095.87761499982
2017-05-05,NYISO - Other Renewables,6048.642472000006
2017-05-05,NYISO - PeakLoad,18334
2017-05-05,NYISO - Total Generation,341685.0820500056
2017-05-05,NYISO - Wind,19968.586792
2017-05-05,PJM - Coal,591482.0
2017-05-05,PJM - Hydro,61697.0
2017-05-05,PJM - Natural Gas,466294.0
2017-05-05,PJM - Nuclear Power,730416.0
2017-05-05,PJM - Other,9421.0
2017-05-05,PJM - PeakLoad,86854
2017-05-05,PJM - Renewables,10275.0
2017-05-05,PJM - Residual Oil,5024.0
2017-05-05,PJM - Solar,1140.0
2017-05-05,PJM - Total Generation,1981779.0
2017-05-05,PJM - Wind,106030.0
2017-05-05,SPP - Coal,272720
2017-05-05,SPP - Diesel,1920
2017-05-05,SPP - Hydro,36059
2017-05-05,SPP - Natural Gas,187907
2017-05-05,SPP - Nuclear Power,48745
2017-05-05,SPP - PeakLoad,27647
2017-05-05,SPP - Total Generation,590346
2017-05-05,SPP - Wind,42995
2017-05-06,AESO - PeakLoad,9103
2017-05-06,BPA - PeakLoad,6153
2017-05-06,CAISO - Biogas,3598.0
2017-05-06,CAISO - Biomass,5448.0
2017-05-06,CAISO - Geothermal Steam,22077.0
2017-05-06,CAISO - Hydro,117814.0
2017-05-06,CAISO - Nuclear Power,27269.0
2017-05-06,CAISO - PeakLoad,25302
2017-05-06,CAISO - Power Imports,159607.0
2017-05-06,CAISO - Solar PV,71177.0
2017-05-06,CAISO - Solar Thermal,2508.0
2017-05-06,CAISO - Thermal Power,86004.0
2017-05-06,CAISO - Total Generation,547671.0
2017-05-06,CAISO - Wind,52169.0
2017-05-06,ERCOT - PeakLoad,45986
2017-05-06,IESO - Biofuel,1.0
2017-05-06,IESO - Hydro,109427.0
2017-05-06,IESO - Natural Gas,6218.0
2017-05-06,IESO - Nuclear Power,215216.0
2017-05-06,IESO - PeakLoad,14682
2017-05-06,IESO - Total Generation,360337.0
2017-05-06,IESO - Wind,29475.0
2017-05-06,ISONE - Coal,0
2017-05-06,ISONE - Hydro,36579
2017-05-06,ISONE - Natural Gas,89082
2017-05-06,ISONE - Nuclear Power,72023
2017-05-06,ISONE - Other,17373
2017-05-06,ISONE - PeakLoad,12871
2017-05-06,ISONE - Residual Oil,18
2017-05-06,ISONE - Solar Thermal,1860
2017-05-06,ISONE - Total Generation,229510
2017-05-06,ISONE - Wind,12575
2017-05-06,MISO - Coal,631464.2
2017-05-06,MISO - Hydro,28451.200000000004
2017-05-06,MISO - Natural Gas,253308.30000000002
2017-05-06,MISO - Nuclear,205328.49999999994
2017-05-06,MISO - Other,25400.9
2017-05-06,MISO - PeakLoad,66492
2017-05-06,MISO - Total Generation,1269823.9999999998
2017-05-06,MISO - Wind,126228.25000000001
2017-05-06,NYISO - Coal or Oil,1112.3288840000018
2017-05-06,NYISO - Dual Fuel,45901.64972600002
2017-05-06,NYISO - Hydro,83726.99842399996
2017-05-06,NYISO - Natural Gas,49678.801283999994
2017-05-06,NYISO - Nuclear Power,91585.63365599998
2017-05-06,NYISO - Other Renewables,6291.308167999999
2017-05-06,NYISO - PeakLoad,16250
2017-05-06,NYISO - Total Generation,292338.88931000564
2017-05-06,NYISO - Wind,14052.693789000008
2017-05-06,PJM - Coal,554799.0
2017-05-06,PJM - Hydro,44279.0
2017-05-06,PJM - Natural Gas,388793.0
2017-05-06,PJM - Nuclear Power,707457.0
2017-05-06,PJM - Other,3446.0
2017-05-06,PJM - PeakLoad,76011
2017-05-06,PJM - Renewables,9611.0
2017-05-06,PJM - Residual Oil,4507.0
2017-05-06,PJM - Solar,2521.0
2017-05-06,PJM - Total Generation,1789752.0
2017-05-06,PJM - Wind,74340.0
2017-05-06,SPP - Coal,208421
2017-05-06,SPP - Diesel,1920
2017-05-06,SPP - Hydro,35837
2017-05-06,SPP - Natural Gas,163571
2017-05-06,SPP - Nuclear Power,48677
2017-05-06,SPP - PeakLoad,28683
2017-05-06,SPP - Total Generation,592041
2017-05-06,SPP - Wind,133614
2017-05-07,AESO - PeakLoad,8814
2017-05-07,BPA - PeakLoad,6072
2017-05-07,CAISO - Biogas,3591.0
2017-05-07,CAISO - Biomass,5463.0
2017-05-07,CAISO - Geothermal Steam,22850.0
2017-05-07,CAISO - Hydro,116273.0
2017-05-07,CAISO - Nuclear Power,27265.0
2017-05-07,CAISO - PeakLoad,25804
2017-05-07,CAISO - Power Imports,171027.0
2017-05-07,CAISO - Solar PV,73373.0
2017-05-07,CAISO - Solar Thermal,1495.0
2017-05-07,CAISO - Thermal Power,78322.0
2017-05-07,CAISO - Total Generation,518031.0
2017-05-07,CAISO - Wind,18372.0
2017-05-07,ERCOT - PeakLoad,47251
2017-05-07,IESO - Biofuel,0.0
2017-05-07,IESO - Hydro,107010.0
2017-05-07,IESO - Natural Gas,6550.0
2017-05-07,IESO - Nuclear Power,212845.0
2017-05-07,IESO - PeakLoad,14946
2017-05-07,IESO - Total Generation,346002.0
2017-05-07,IESO - Wind,19597.0
2017-05-07,ISONE - Coal,0
2017-05-07,ISONE - Hydro,35496
2017-05-07,ISONE - Natural Gas,74440
2017-05-07,ISONE - Nuclear Power,79767
2017-05-07,ISONE - Other,17060
2017-05-07,ISONE - PeakLoad,12957
2017-05-07,ISONE - Residual Oil,0
2017-05-07,ISONE - Solar Thermal,3347
2017-05-07,ISONE - Total Generation,219676
2017-05-07,ISONE - Wind,9566
2017-05-07,MISO - Coal,607607.8999999999
2017-05-07,MISO - Hydro,28733.499999999996
2017-05-07,MISO - Natural Gas,256322.80000000002
2017-05-07,MISO - Nuclear,202933.7
2017-05-07,MISO - Other,25071.899999999994
2017-05-07,MISO - PeakLoad,70212
2017-05-07,MISO - Total Generation,1267213.4
2017-05-07,MISO - Wind,147123.83
2017-05-07,NYISO - Coal or Oil,1077.5790230000023
2017-05-07,NYISO - Dual Fuel,43113.077546999986
2017-05-07,NYISO - Hydro,83901.08106099996
2017-05-07,NYISO - Natural Gas,45179.90261299997
2017-05-07,NYISO - Nuclear Power,90621.47084600005
2017-05-07,NYISO - Other Renewables,5705.810509999999
2017-05-07,NYISO - PeakLoad,16511
2017-05-07,NYISO - Total Generation,281463.8243300052
2017-05-07,NYISO - Wind,11875.035833000009
2017-05-07,PJM - Coal,507467.0
2017-05-07,PJM - Hydro,43004.0
2017-05-07,PJM - Natural Gas,375018.0
2017-05-07,PJM - Nuclear Power,716773.0
2017-05-07,PJM - Other,3544.0
2017-05-07,PJM - PeakLoad,77099
2017-05-07,PJM - Renewables,10223.0
2017-05-07,PJM - Residual Oil,8412.0
2017-05-07,PJM - Solar,3701.0
2017-05-07,PJM - Total Generation,1725052.0
2017-05-07,PJM - Wind,56910.0
2017-05-07,SPP - Coal,167760
2017-05-07,SPP - Diesel,1867
2017-05-07,SPP - Hydro,33848
2017-05-07,SPP - Natural Gas,123476
2017-05-07,SPP - Nuclear Power,47265
2017-05-07,SPP - PeakLoad,30694
2017-05-07,SPP - Total Generation,618681
2017-05-07,SPP - Wind,244465
2017-05-08,AESO - PeakLoad,9257
2017-05-08,BPA - PeakLoad,6501
2017-05-08,CAISO - Biogas,3565.0
2017-05-08,CAISO - Biomass,5358.0
2017-05-08,CAISO - Geothermal Steam,23120.0
2017-05-08,CAISO - Hydro,121770.0
2017-05-08,CAISO - Nuclear Power,27254.0
2017-05-08,CAISO - PeakLoad,28773
2017-05-08,CAISO - Power Imports,168262.0
2017-05-08,CAISO - Solar PV,79975.0
2017-05-08,CAISO - Solar Thermal,3274.0
2017-05-08,CAISO - Thermal Power,121104.0
2017-05-08,CAISO - Total Generation,580614.0
2017-05-08,CAISO - Wind,26932.0
2017-05-08,ERCOT - PeakLoad,46942
2017-05-08,IESO - Biofuel,1165.0
2017-05-08,IESO - Hydro,114893.0
2017-05-08,IESO - Natural Gas,12345.0
2017-05-08,IESO - Nuclear Power,211056.0
2017-05-08,IESO - PeakLoad,16112
2017-05-08,IESO - Total Generation,352448.0
2017-05-08,IESO - Wind,12989.0
2017-05-08,ISONE - Coal,17
2017-05-08,ISONE - Hydro,36312
2017-05-08,ISONE - Natural Gas,106020
2017-05-08,ISONE - Nuclear Power,80028
2017-05-08,ISONE - Other,16904
2017-05-08,ISONE - PeakLoad,14080
2017-05-08,ISONE - Residual Oil,0
2017-05-08,ISONE - Solar Thermal,2802
2017-05-08,ISONE - Total Generation,248154
2017-05-08,ISONE - Wind,6071
2017-05-08,MISO - Coal,671088.6
2017-05-08,MISO - Hydro,33654.700000000004
2017-05-08,MISO - Natural Gas,374713.9
2017-05-08,MISO - Nuclear,181838.69999999998
2017-05-08,MISO - Other,26274.699999999993
2017-05-08,MISO - PeakLoad,77900
2017-05-08,MISO - Total Generation,1481947.5999999999
2017-05-08,MISO - Wind,194501.66999999998
2017-05-08,NYISO - Coal or Oil,3523.4025730000085
2017-05-08,NYISO - Dual Fuel,55386.11178799997
2017-05-08,NYISO - Hydro,86159.072029
2017-05-08,NYISO - Natural Gas,69941.38689999998
2017-05-08,NYISO - Nuclear Power,90610.63755599981
2017-05-08,NYISO - Other Renewables,5611.977552000002
2017-05-08,NYISO - PeakLoad,17581
2017-05-08,NYISO - Total Generation,322910.916380002
2017-05-08,NYISO - Wind,11689.953239999988
2017-05-08,PJM - Coal,602111.0
2017-05-08,PJM - Hydro,59355.0
2017-05-08,PJM - Natural Gas,463644.0
2017-05-08,PJM - Nuclear Power,718307.0
2017-05-08,PJM - Other,15936.0
2017-05-08,PJM - PeakLoad,84227
2017-05-08,PJM - Renewables,13509.0
2017-05-08,PJM - Residual Oil,4211.0
2017-05-08,PJM - Solar,4857.0
2017-05-08,PJM - Total Generation,1919299.0
2017-05-08,PJM - Wind,37370.0
2017-05-08,SPP - Coal,219255
2017-05-08,SPP - Diesel,1920
2017-05-08,SPP - Hydro,36592
2017-05-08,SPP - Natural Gas,158798
2017-05-08,SPP - Nuclear Power,48576
2017-05-08,SPP - PeakLoad,34363
2017-05-08,SPP - Total Generation,687421
2017-05-08,SPP - Wind,222281
2017-05-09,AESO - PeakLoad,9209
2017-05-09,BPA - PeakLoad,6336
2017-05-09,CAISO - Biogas,3525.0
2017-05-09,CAISO - Biomass,5512.0
2017-05-09,CAISO - Geothermal Steam,23117.0
2017-05-09,CAISO - Hydro,126217.0
2017-05-09,CAISO - Nuclear Power,27274.0
2017-05-09,CAISO - PeakLoad,29472
2017-05-09,CAISO - Power Imports,171961.0
2017-05-09,CAISO - Solar PV,74734.0
2017-05-09,CAISO - Solar Thermal,3011.0
2017-05-09,CAISO - Thermal Power,129840.0
2017-05-09,CAISO - Total Generation,605269.0
2017-05-09,CAISO - Wind,40078.0
2017-05-09,ERCOT - PeakLoad,46110
2017-05-09,IESO - Biofuel,2331.0
2017-05-09,IESO - Hydro,121941.0
2017-05-09,IESO - Natural Gas,20766.0
2017-05-09,IESO - Nuclear Power,207405.0
2017-05-09,IESO - PeakLoad,16062
2017-05-09,IESO - Total Generation,356186.0
2017-05-09,IESO - Wind,3743.0
2017-05-09,ISONE - Coal,0
2017-05-09,ISONE - Hydro,37066
2017-05-09,ISONE - Natural Gas,123421
2017-05-09,ISONE - Nuclear Power,80062
2017-05-09,ISONE - Other,17338
2017-05-09,ISONE - PeakLoad,14183
2017-05-09,ISONE - Residual Oil,0
2017-05-09,ISONE - Solar Thermal,2208
2017-05-09,ISONE - Total Generation,261359
2017-05-09,ISONE - Wind,1264
2017-05-09,MISO - Coal,742044.8000000003
2017-05-09,MISO - Hydro,35959.899999999994
2017-05-09,MISO - Natural Gas,450188.50000000006
2017-05-09,MISO - Nuclear,183252.80000000002
2017-05-09,MISO - Other,28394.999999999996
2017-05-09,MISO - PeakLoad,80630
2017-05-09,MISO - Total Generation,1527848.9000000004
2017-05-09,MISO - Wind,88224.81999999998
2017-05-09,NYISO - Coal or Oil,4909.730361000017
2017-05-09,NYISO - Dual Fuel,55912.276350000015
2017-05-09,NYISO - Hydro,86844.31928800003
2017-05-09,NYISO - Natural Gas,70329.30201500002
2017-05-09,NYISO - Nuclear Power,90852.2199230001
2017-05-09,NYISO - Other Renewables,5599.144270000001
2017-05-09,NYISO - PeakLoad,17630
2017-05-09,NYISO - Total Generation,315930.19561999914
2017-05-09,NYISO - Wind,1494.5773549999988
2017-05-09,PJM - Coal,612577.0
2017-05-09,PJM - Hydro,63322.0
2017-05-09,PJM - Natural Gas,485598.0
2017-05-09,PJM - Nuclear Power,717928.0
2017-05-09,PJM - Other,8624.0
2017-05-09,PJM - PeakLoad,84325
2017-05-09,PJM - Renewables,13545.0
2017-05-09,PJM - Residual Oil,4701.0
2017-05-09,PJM - Solar,4345.0
2017-05-09,PJM - Total Generation,1939568.0
2017-05-09,PJM - Wind,28928.0
2017-05-09,SPP - Coal,267003
2017-05-09,SPP - Diesel,1974
2017-05-09,SPP - Hydro,36211
2017-05-09,SPP - Natural Gas,186801
2017-05-09,SPP - Nuclear Power,48476
2017-05-09,SPP - PeakLoad,33816
2017-05-09,SPP - Total Generation,682323
